3/02/2015 6:30:00 PM,No Data,97.45454,97.81818,99.09091,98.36364,68.42148,44.48724,89.22665,45,85.99582,1965.82,19760,46,No Data,0,No Data,168.2411,15.03859,No Data,8189,No Data,On,No Data,36318,45,35,33.39,2000,8189,Off,432,25469,No Data,57.4441,48.6971,48.6971,48.6971,3482.678,75.03809,152.188,44.88056,56.15439,2.151329,No Data,No Data,10,No Data,No Data,0.5360961,0,1.831864,88,481.3979,431.1239,22.46011,38.12506,856.3445,No Data,0.1710799,No Data,83.21255,58.11536,39.96032,2.635136,Bad,Bad,5.684514,5.399119,5.732813,6.235021,4.552068,4599.254,82.32143,1452.206,1468.955,2941.878,-1.247679,58.1148,105.2353,110.8135,No Data,1.940773,2.03559,83.18492,82.49541,2359.942,61.67361,2544.379,16.89894,58.92599,55.35583,Bad,Bad,57.18641,4.076774,No Data,123.9928,No Data,296.3846,No Data,38.83908,No Data,65.69653,71.15675,0,No Data,No Data,2555.401,254.4366,58.08105,2672.439,No Data,No Data,No Data,No Data,763.1625,No Data,No Data,8.40666,8.39932,No Data,1070.817,No Data
3/02/2015 6:31:00 PM,No Data,97.81818,98.18182,99.63636,97.63636,68.32502,33.17123,89.76997,33,85.63565,2010.62,19790,46,No Data,0,No Data,239.0197,15.50532,No Data,8189,No Data,On,No Data,36318,33,35,34.01,2000,8189,Off,432,25469,No Data,59.17184,44.7141,44.7141,44.7141,3275.231,102.2359,164.0605,49.49831,53.75626,2.151329,No Data,No Data,10,No Data,No Data,0.5366104,0,1.81464,88,478.3855,405.4431,19.54508,36.71167,856.4842,No Data,0.1710799,No Data,84.87636,56.29112,40.12292,2.529252,Bad,Bad,5.524728,5.228921,5.7091,6.100433,4.399691,4520.959,83.29531,1334.58,1357.459,2776.591,-1.247903,56.86361,95.59854,103.8276,No Data,1.938964,2.035919,83.21474,82.75426,2318.117,23.83301,2465.696,17.29901,57.66552,53.10857,Bad,Bad,55.78606,3.007155,No Data,121.5754,No Data,304.0474,No Data,38.45517,No Data,68.61723,71.1057,0,No Data,No Data,2521.949,267.7778,45.936,2603.491,No Data,No Data,No Data,No Data,797.7759,No Data,No Data,8.34799,8.3438,No Data,1071.932,No Data
3/02/2015 6:32:00 PM,No Data,97.27273,98,99.09091,97.09091,68.22749,35.63029,90.3686,36,85.70782,1948.975,19830,46,No Data,0.1220703,No Data,108.2275,15.97205,No Data,8189,No Data,On,No Data,36318,36,35,33.02,2000,8189,Off,432,25469,No Data,49.37862,44.77633,44.77633,44.77633,3284.434,103.3786,157.1676,52.6545,55.25321,2.151329,No Data,No Data,10,No Data,No Data,0.5371248,0,1.797417,88,456.6467,408.7757,16.63005,34.55124,855.8161,No Data,0.1710799,No Data,88.39375,61.24738,39.05435,2.552391,Bad,Bad,5.755671,5.500215,5.987859,6.09976,4.629784,4504.167,83.29531,1271.609,1299.943,2589.486,-1.248128,58.51356,94.73,102.5747,No Data,1.892744,2.036248,83.24456,82.72903,2311.831,2.938123,2425.688,17.58628,54.5393,51.17804,Bad,Bad,52.89598,3.141991,No Data,123.2809,No Data,301.5899,No Data,38.09305,No Data,67.25021,69.43728,0,No Data,No Data,2513.863,273.6489,42.87586,2563.047,No Data,No Data,No Data,No Data,797.5488,No Data,No Data,8.2753,8.26738,No Data,1071.087,No Data
3/02/2015 6:33:00 PM,No Data,97.81818,98.18182,98.90909,97.45454,69.05265,22.89608,89.95161,23,85.46344,2043.335,19860,46,No Data,0,No Data,77.491,16.43879,No Data,8189,No Data,On,No Data,36318,23,35,33.94,2000,8189,Off,427,25469,No Data,56.49515,45.35654,45.35654,45.35654,3257.25,64.53745,147.4289,53.80396,56.73695,2.152599,No Data,No Data,10,No Data,No Data,0.5376391,0,1.780193,88,468.2938,381.5904,13.71501,32.39082,857.2223,No Data,0.1737976,No Data,88.51646,60.55785,39.52052,2.608635,Bad,Bad,5.717474,5.364904,6.059412,6.230936,4.556832,4443.122,83.29531,1239.185,1273.337,2546.013,-1.247954,59.22583,92.57064,98.9324,No Data,1.841726,2.036576,83.58934,83.07666,2208.767,52.55268,2380.336,17.79423,53.94478,51.06488,Bad,Bad,52.0978,2.14701,No Data,124.6037,No Data,299.5526,No Data,37.94963,No Data,65.59458,67.87463,0,No Data,No Data,2432.723,272.9218,40.111,2519.845,No Data,No Data,No Data,No Data,793.872,No Data,No Data,8.23399,8.2477,No Data,1071.628,No Data
3/02/2015 6:34:00 PM,No Data,97.81818,98.36364,99.45454,97.27273,69.03187,23.28519,87.68362,23,85.74515,1981.812,19890,46,No Data,0,No Data,63.13586,16.90552,No Data,8189,No Data,On,No Data,36318,23,35,29.6,2000,8189,Off,427,25469,No Data,65.94146,44.94263,44.94263,44.94263,3127.136,91.54061,149.6346,69.56042,55.49417,2.152599,No Data,No Data,10,No Data,No Data,0.5381535,0,1.762969,88,442.8557,393.5642,10.79998,27.32112,857.7659,No Data,0.1737976,No Data,89.36751,62.67521,34.46918,2.455618,Bad,Bad,5.806052,5.327521,5.6307,6.306621,4.296968,4444.979,87.26466,1257.789,1276.375,2606.991,-1.245938,56.8955,90.2796,92.4413,No Data,1.897616,2.036905,87.19843,86.34315,2249.922,7.567142,2376.304,17.28913,53.04213,51.18631,Bad,Bad,51.89771,2.494903,No Data,125.9117,No Data,305.6241,No Data,37.94268,No Data,67.19633,69.60746,0,No Data,No Data,2474.056,274.7658,33.40182,2491.269,No Data,No Data,No Data,No Data,790.9487,No Data,No Data,8.19363,8.19735,No Data,1071.67,No Data
3/02/2015 6:35:00 PM,No Data,97.09091,98,99.09091,96.90909,75.99939,23.28555,85.87242,23,85.74542,1978.638,19920,46,No Data,0.1220703,No Data,64.84029,17.37225,No Data,8189,No Data,On,No Data,36318,23,35,29.46,2000,8189,Off,427,25469,No Data,60.26265,50.57166,50.57166,50.57166,3417.939,91.59665,143.058,71.55695,55.58549,2.151427,No Data,No Data,10,No Data,No Data,0.5386678,0,1.745745,88,472.4489,161.8766,10.34849,28.58612,856.559,No Data,0.1738606,No Data,90.46822,55.56156,0,2.485946,Bad,Bad,5.525886,1.233731,2.113194,1.332932,1.576325,4165.555,87.26466,1274.401,1302.763,2573.623,-1.247335,55.43447,90.14339,90.3309,No Data,1.974663,2.037233,87.25389,86.85759,2305.523,32.65905,2462.081,16.51569,52.47435,50.82774,Bad,Bad,51.93847,1.506011,No Data,124.3052,No Data,298.833,No Data,38.51007,No Data,67.91876,72.53496,0,No Data,No Data,2523.7,266.027,35.97805,2544.655,No Data,No Data,No Data,No Data,791.6949,No Data,No Data,8.22392,8.2459,No Data,1071.964,No Data
3/02/2015 6:36:00 PM,No Data,98.18182,98,99.09091,98,81.07882,23.2942,83.81641,23,86,1954.59,19960,46,No Data,0,No Data,69.75656,17.83898,No Data,8189,No Data,On,No Data,36318,23,35,33.45,2000,8189,Off,427,25469,No Data,43.77899,50.24727,50.24727,50.24727,3552.228,74.00317,154.9765,72.78805,55.32974,2.121037,No Data,No Data,10,No Data,No Data,0.5391821,0,1.728521,88,427.9302,102.9135,10.67702,29.85113,856.4402,No Data,0.1742327,No Data,89.87044,61.45743,0,2.36671,Bad,Bad,5.321503,1.140892,1.874308,1.259933,1.446556,4315.36,87.26466,1192.869,1225.499,2375.851,-1.247085,56.11784,87.91705,85.48347,No Data,1.918375,2.037562,87.76678,87.27785,2282.079,104.865,2512.573,16.84202,51.91131,50.83776,Bad,Bad,51.31771,1.247716,No Data,127.293,No Data,303.5921,No Data,37.78611,No Data,67.5028,70.8613,0,No Data,No Data,2511.681,265.5735,32.03919,2554.669,No Data,No Data,No Data,No Data,791.8594,No Data,No Data,8.28749,8.30005,No Data,1073.302,No Data
3/02/2015 6:37:00 PM,No Data,97.27273,98.18182,98.72727,98.18182,82.53178,66.79972,82.33776,23,85.38385,2027.1,20000,46,No Data,0.1220703,No Data,358.9327,18.30571,No Data,8189,No Data,On,No Data,36316,23,35,31.04,2000,8189,Off,435,25469,No Data,61.69292,50.08941,50.08941,50.08941,3590.272,85.33214,147.7909,73.47657,56.35874,2.155595,No Data,No Data,10,No Data,No Data,0.5396965,0,1.711297,88,434.7101,96.85496,15.39336,34.50948,857.7223,No Data,0.1724035,No Data,93.37723,68.63123,0,2.433213,Bad,Bad,5.360439,1.114567,1.886222,1.22081,1.439918,4387.606,90.37396,1305.539,1319.792,2614.13,-1.248522,54.46805,87.46705,88.20186,No Data,1.965256,2.037891,90.31561,90.32899,2346.951,82.86617,2563.305,16.59153,53.17754,52.16194,Bad,Bad,53.08909,1.16953,No Data,129.4123,No Data,299.5155,No Data,38.63665,No Data,67.89845,71.88409,0,No Data,No Data,2582.089,282.6864,38.23932,2568.194,No Data,No Data,No Data,No Data,798.966,No Data,No Data,8.28147,8.2978,No Data,1076.059,No Data
3/02/2015 6:38:00 PM,No Data,97.63636,98,98.72727,96.72727,80.48477,78.38114,82.16422,87.99999,85.44733,1976.685,20020,46,No Data,0.1220703,No Data,309.43,18.77244,No Data,8189,No Data,On,No Data,36316,87.99999,35,31.48,2000,8189,Off,433,25469,No Data,60.55505,49.78526,49.78526,49.78526,3581.894,98.4648,153.1891,73.28548,56.14105,2.155595,No Data,No Data,10,No Data,No Data,0.5402108,0,1.694074,88,464.3034,94.5281,16.75553,35.92445,857.0349,No Data,0.1724035,No Data,96.00604,70.35265,0,2.567092,Bad,Bad,6.05192,1.159404,2.069879,1.298538,1.475437,4407.376,90.37396,1334.711,1365.758,2697.44,-1.248333,55.27155,89.75895,90.73701,No Data,2.002196,2.038219,90.10417,89.9185,2415.133,41.32843,2587.238,16.29721,54.4193,53.1561,Bad,Bad,53.88262,1.262797,No Data,130.0339,No Data,309.8297,No Data,38.99211,No Data,69.24053,73.16542,0,No Data,No Data,2621.813,259.6748,47.16386,2629.268,No Data,No Data,No Data,No Data,800.337,No Data,No Data,8.38864,8.4342,No Data,1078.429,No Data
3/02/2015 6:39:00 PM,No Data,97.63636,98,99.09091,96.90909,80.02229,61.94823,82.44608,62,85.8884,1956.665,20060,46,No Data,0,No Data,429.7632,19.23917,No Data,8189,No Data,On,No Data,36316,62,35,34.07,2000,8189,Off,433,25469,No Data,49.12339,49.98375,49.98375,49.98375,3530.971,88.47334,150.8354,73.32258,57.18167,2.155595,No Data,No Data,10,No Data,No Data,0.5407252,0,1.67685,88,470.6503,94.41219,18.1177,37.33942,856.8854,No Data,0.1724035,No Data,98.65216,70.50172,0,2.478786,Bad,Bad,5.599321,1.132843,2.101993,1.197784,1.426863,4389.473,90.37396,1377.143,1408.246,2751.36,-1.248143,52.79166,93.00009,94.02731,No Data,2.061253,2.038548,89.89273,89.50801,2483.832,57.44913,2680.543,15.89181,56.25499,55.06892,Bad,Bad,55.78376,1.288396,No Data,129.1044,No Data,302.5027,No Data,39.31797,No Data,66.61557,74.8345,0,No Data,No Data,2684.099,273.8513,56.61388,2708.735,No Data,No Data,No Data,No Data,792.837,No Data,No Data,8.47562,8.51342,No Data,1078.5,No Data
